vx(m/s)	vy(m/s)	vz(m/s)	vr(m/s)	x(m)	y(m)	z(m)	t(s)	P(kPa)
133.232	-128.576	0	185.155	7137.89	5002.55	0	42.95	59.4194
133.22	-128.662	0	185.206	7139.22	5001.27	0	42.96	59.4296
133.208	-128.748	0	185.258	7140.55	4999.98	0	42.97	59.4397
133.195	-128.835	0	185.309	7141.89	4998.69	0	42.98	59.4499
133.183	-128.921	0	185.36	7143.22	4997.4	0	42.99	59.46
133.171	-129.007	0	185.412	7144.55	4996.11	0	43	59.4702
133.159	-129.094	0	185.463	7145.88	4994.82	0	43.01	59.4804
133.147	-129.18	0	185.514	7147.21	4993.53	0	43.02	59.4906
133.135	-129.266	0	185.566	7148.54	4992.24	0	43.03	59.5008
133.123	-129.352	0	185.617	7149.88	4990.95	0	43.04	59.511
133.111	-129.439	0	185.669	7151.21	4989.65	0	43.05	59.5212
133.098	-129.525	0	185.72	7152.54	4988.36	0	43.06	59.5314
133.086	-129.611	0	185.771	7153.87	4987.06	0	43.07	59.5417
133.074	-129.697	0	185.823	7155.2	4985.77	0	43.08	59.5519
133.062	-129.784	0	185.874	7156.53	4984.47	0	43.09	59.5621
133.05	-129.87	0	185.926	7157.86	4983.17	0	43.1	59.5724
133.038	-129.956	0	185.977	7159.19	4981.87	0	43.11	59.5827
133.025	-130.042	0	186.029	7160.52	4980.57	0	43.12	59.5929
133.013	-130.128	0	186.08	7161.85	4979.27	0	43.13	59.6032
133.001	-130.215	0	186.132	7163.18	4977.97	0	43.14	59.6135
132.989	-130.301	0	186.184	7164.51	4976.67	0	43.15	59.6238
132.977	-130.387	0	186.235	7165.84	4975.37	0	43.16	59.6341
132.965	-130.473	0	186.287	7167.17	4974.06	0	43.17	59.6444
132.952	-130.559	0	186.338	7168.5	4972.76	0	43.18	59.6548
132.94	-130.645	0	186.39	7169.83	4971.45	0	43.19	59.6651
132.928	-130.731	0	186.442	7171.16	4970.14	0	43.2	59.6754
132.916	-130.817	0	186.493	7172.49	4968.84	0	43.21	59.6858
132.904	-130.903	0	186.545	7173.82	4967.53	0	43.22	59.6961
132.891	-130.989	0	186.597	7175.15	4966.22	0	43.23	59.7065
132.879	-131.075	0	186.648	7176.48	4964.91	0	43.24	59.7169
132.867	-131.161	0	186.7	7177.81	4963.6	0	43.25	59.7273
132.855	-131.247	0	186.752	7179.13	4962.28	0	43.26	59.7377
132.843	-131.333	0	186.804	7180.46	4960.97	0	43.27	59.748
132.83	-131.419	0	186.855	7181.79	4959.66	0	43.28	59.7585
132.818	-131.505	0	186.907	7183.12	4958.34	0	43.29	59.7689
132.806	-131.591	0	186.959	7184.45	4957.03	0	43.3	59.7793
132.794	-131.677	0	187.011	7185.78	4955.71	0	43.31	59.7897
132.781	-131.763	0	187.062	7187.1	4954.4	0	43.32	59.8002
132.769	-131.849	0	187.114	7188.43	4953.08	0	43.33	59.8106
132.757	-131.935	0	187.166	7189.76	4951.76	0	43.34	59.8211
132.745	-132.021	0	187.218	7191.09	4950.44	0	43.35	59.8315
132.732	-132.106	0	187.27	7192.41	4949.12	0	43.36	59.842
132.72	-132.192	0	187.322	7193.74	4947.8	0	43.37	59.8525
132.708	-132.278	0	187.374	7195.07	4946.48	0	43.38	59.863
132.695	-132.364	0	187.425	7196.39	4945.15	0	43.39	59.8735
132.683	-132.45	0	187.477	7197.72	4943.83	0	43.4	59.884
132.671	-132.536	0	187.529	7199.05	4942.5	0	43.41	59.8945
132.659	-132.621	0	187.581	7200.38	4941.18	0	43.42	59.905
132.646	-132.707	0	187.633	7201.7	4939.85	0	43.43	59.9155
132.634	-132.793	0	187.685	7203.03	4938.52	0	43.44	59.9261
132.622	-132.879	0	187.737	7204.35	4937.2	0	43.45	59.9366
132.609	-132.964	0	187.789	7205.68	4935.87	0	43.46	59.9472
132.597	-133.05	0	187.841	7207.01	4934.54	0	43.47	59.9578
132.585	-133.136	0	187.893	7208.33	4933.21	0	43.48	59.9683
132.572	-133.221	0	187.945	7209.66	4931.87	0	43.49	59.9789
132.56	-133.307	0	187.997	7210.98	4930.54	0	43.5	59.9895
132.548	-133.393	0	188.049	7212.31	4929.21	0	43.51	60.0001
132.535	-133.478	0	188.101	7213.64	4927.87	0	43.52	60.0107
132.523	-133.564	0	188.154	7214.96	4926.54	0	43.53	60.0213
132.511	-133.65	0	188.206	7216.29	4925.2	0	43.54	60.0319
132.498	-133.735	0	188.258	7217.61	4923.87	0	43.55	60.0426
132.486	-133.821	0	188.31	7218.94	4922.53	0	43.56	60.0532
132.474	-133.906	0	188.362	7220.26	4921.19	0	43.57	60.0639
132.461	-133.992	0	188.414	7221.59	4919.85	0	43.58	60.0745
132.449	-134.078	0	188.466	7222.91	4918.51	0	43.59	60.0852
132.437	-134.163	0	188.518	7224.23	4917.17	0	43.6	60.0958
132.424	-134.249	0	188.571	7225.56	4915.83	0	43.61	60.1065
132.412	-134.334	0	188.623	7226.88	4914.48	0	43.62	60.1172
132.4	-134.42	0	188.675	7228.21	4913.14	0	43.63	60.1279
132.387	-134.505	0	188.727	7229.53	4911.8	0	43.64	60.1386
132.375	-134.591	0	188.78	7230.85	4910.45	0	43.65	60.1493
132.362	-134.676	0	188.832	7232.18	4909.11	0	43.66	60.1601
132.35	-134.762	0	188.884	7233.5	4907.76	0	43.67	60.1708
132.338	-134.847	0	188.936	7234.83	4906.41	0	43.68	60.1815
132.325	-134.932	0	188.989	7236.15	4905.06	0	43.69	60.1923
132.313	-135.018	0	189.041	7237.47	4903.71	0	43.7	60.203
132.3	-135.103	0	189.093	7238.8	4902.36	0	43.71	60.2138
132.288	-135.189	0	189.146	7240.12	4901.01	0	43.72	60.2246
132.276	-135.274	0	189.198	7241.44	4899.66	0	43.73	60.2353
132.263	-135.359	0	189.25	7242.76	4898.3	0	43.74	60.2461
132.251	-135.445	0	189.303	7244.09	4896.95	0	43.75	60.2569
132.238	-135.53	0	189.355	7245.41	4895.6	0	43.76	60.2677
132.226	-135.615	0	189.407	7246.73	4894.24	0	43.77	60.2786
132.213	-135.701	0	189.46	7248.05	4892.88	0	43.78	60.2894
132.201	-135.786	0	189.512	7249.38	4891.53	0	43.79	60.3002
132.189	-135.871	0	189.565	7250.7	4890.17	0	43.8	60.3111
132.176	-135.956	0	189.617	7252.02	4888.81	0	43.81	60.3219
132.164	-136.042	0	189.67	7253.34	4887.45	0	43.82	60.3328
132.151	-136.127	0	189.722	7254.66	4886.09	0	43.83	60.3436
132.139	-136.212	0	189.774	7255.98	4884.73	0	43.84	60.3545
132.126	-136.297	0	189.827	7257.31	4883.37	0	43.85	60.3654
132.114	-136.382	0	189.879	7258.63	4882	0	43.86	60.3763
132.101	-136.468	0	189.932	7259.95	4880.64	0	43.87	60.3872
132.089	-136.553	0	189.984	7261.27	4879.27	0	43.88	60.3981
132.076	-136.638	0	190.037	7262.59	4877.91	0	43.89	60.409
132.064	-136.723	0	190.09	7263.91	4876.54	0	43.9	60.4199
132.051	-136.808	0	190.142	7265.23	4875.17	0	43.91	60.4308
132.039	-136.893	0	190.195	7266.55	4873.8	0	43.92	60.4418
132.026	-136.978	0	190.247	7267.87	4872.44	0	43.93	60.4527
132.014	-137.063	0	190.3	7269.19	4871.07	0	43.94	60.4637
132.001	-137.149	0	190.352	7270.51	4869.69	0	43.95	60.4747
131.989	-137.234	0	190.405	7271.83	4868.32	0	43.96	60.4856
131.976	-137.319	0	190.458	7273.15	4866.95	0	43.97	60.4966
131.964	-137.404	0	190.51	7274.47	4865.58	0	43.98	60.5076
131.951	-137.489	0	190.563	7275.79	4864.2	0	43.99	60.5186
131.939	-137.574	0	190.616	7277.11	4862.83	0	44	60.5296
131.926	-137.659	0	190.668	7278.43	4861.45	0	44.01	60.5406
131.914	-137.744	0	190.721	7279.75	4860.07	0	44.02	60.5517
131.901	-137.829	0	190.774	7281.07	4858.7	0	44.03	60.5627
131.888	-137.914	0	190.826	7282.39	4857.32	0	44.04	60.5737
131.876	-137.998	0	190.879	7283.71	4855.94	0	44.05	60.5848
131.863	-138.083	0	190.932	7285.02	4854.56	0	44.06	60.5958
131.851	-138.168	0	190.985	7286.34	4853.18	0	44.07	60.6069
131.838	-138.253	0	191.037	7287.66	4851.8	0	44.08	60.618
131.826	-138.338	0	191.09	7288.98	4850.41	0	44.09	60.6291
131.813	-138.423	0	191.143	7290.3	4849.03	0	44.1	60.6402
131.8	-138.508	0	191.196	7291.62	4847.64	0	44.11	60.6513
131.788	-138.593	0	191.248	7292.93	4846.26	0	44.12	60.6624
131.775	-138.677	0	191.301	7294.25	4844.87	0	44.13	60.6735
131.763	-138.762	0	191.354	7295.57	4843.49	0	44.14	60.6846
131.75	-138.847	0	191.407	7296.89	4842.1	0	44.15	60.6958
131.738	-138.932	0	191.46	7298.2	4840.71	0	44.16	60.7069
131.725	-139.016	0	191.513	7299.52	4839.32	0	44.17	60.7181
131.712	-139.101	0	191.565	7300.84	4837.93	0	44.18	60.7292
131.7	-139.186	0	191.618	7302.16	4836.54	0	44.19	60.7404
131.687	-139.271	0	191.671	7303.47	4835.15	0	44.2	60.7516
131.674	-139.355	0	191.724	7304.79	4833.75	0	44.21	60.7627
131.662	-139.44	0	191.777	7306.11	4832.36	0	44.22	60.7739
131.649	-139.525	0	191.83	7307.42	4830.96	0	44.23	60.7851
131.637	-139.609	0	191.883	7308.74	4829.57	0	44.24	60.7964
131.624	-139.694	0	191.936	7310.06	4828.17	0	44.25	60.8076
131.611	-139.779	0	191.989	7311.37	4826.77	0	44.26	60.8188
131.599	-139.863	0	192.042	7312.69	4825.38	0	44.27	60.83
131.586	-139.948	0	192.094	7314	4823.98	0	44.28	60.8413
131.573	-140.033	0	192.147	7315.32	4822.58	0	44.29	60.8525
131.561	-140.117	0	192.2	7316.64	4821.18	0	44.3	60.8638
131.548	-140.202	0	192.253	7317.95	4819.78	0	44.31	60.8751
131.535	-140.286	0	192.306	7319.27	4818.37	0	44.32	60.8863
131.523	-140.371	0	192.359	7320.58	4816.97	0	44.33	60.8976
131.51	-140.455	0	192.412	7321.9	4815.57	0	44.34	60.9089
131.497	-140.54	0	192.466	7323.21	4814.16	0	44.35	60.9202
131.485	-140.624	0	192.519	7324.53	4812.76	0	44.36	60.9316
131.472	-140.709	0	192.572	7325.84	4811.35	0	44.37	60.9429
131.459	-140.793	0	192.625	7327.16	4809.94	0	44.38	60.9542
131.446	-140.878	0	192.678	7328.47	4808.53	0	44.39	60.9655
131.434	-140.962	0	192.731	7329.79	4807.12	0	44.4	60.9769
131.421	-141.047	0	192.784	7331.1	4805.72	0	44.41	60.9882
131.408	-141.131	0	192.837	7332.41	4804.3	0	44.42	60.9996
131.396	-141.215	0	192.89	7333.73	4802.89	0	44.43	61.011
131.383	-141.3	0	192.943	7335.04	4801.48	0	44.44	61.0224
131.37	-141.384	0	192.996	7336.36	4800.07	0	44.45	61.0338
131.357	-141.468	0	193.05	7337.67	4798.65	0	44.46	61.0452
131.345	-141.553	0	193.103	7338.98	4797.24	0	44.47	61.0566
131.332	-141.637	0	193.156	7340.3	4795.82	0	44.48	61.068
131.319	-141.721	0	193.209	7341.61	4794.41	0	44.49	61.0794
131.306	-141.806	0	193.262	7342.92	4792.99	0	44.5	61.0908
131.294	-141.89	0	193.315	7344.24	4791.57	0	44.51	61.1023
131.281	-141.974	0	193.369	7345.55	4790.15	0	44.52	61.1137
131.268	-142.059	0	193.422	7346.86	4788.73	0	44.53	61.1252
131.255	-142.143	0	193.475	7348.17	4787.31	0	44.54	61.1366
131.243	-142.227	0	193.528	7349.49	4785.89	0	44.55	61.1481
131.23	-142.311	0	193.581	7350.8	4784.47	0	44.56	61.1596
131.217	-142.395	0	193.635	7352.11	4783.04	0	44.57	61.1711
131.204	-142.48	0	193.688	7353.42	4781.62	0	44.58	61.1826
131.192	-142.564	0	193.741	7354.74	4780.19	0	44.59	61.1941
131.179	-142.648	0	193.794	7356.05	4778.77	0	44.6	61.2056
131.166	-142.732	0	193.848	7357.36	4777.34	0	44.61	61.2172
131.153	-142.816	0	193.901	7358.67	4775.91	0	44.62	61.2287
131.14	-142.9	0	193.954	7359.98	4774.48	0	44.63	61.2402
131.128	-142.984	0	194.008	7361.29	4773.05	0	44.64	61.2518
131.115	-143.069	0	194.061	7362.61	4771.62	0	44.65	61.2634
131.102	-143.153	0	194.114	7363.92	4770.19	0	44.66	61.2749
131.089	-143.237	0	194.168	7365.23	4768.76	0	44.67	61.2865
131.076	-143.321	0	194.221	7366.54	4767.33	0	44.68	61.2981
131.063	-143.405	0	194.274	7367.85	4765.9	0	44.69	61.3097
131.051	-143.489	0	194.328	7369.16	4764.46	0	44.7	61.3213
131.038	-143.573	0	194.381	7370.47	4763.03	0	44.71	61.3329
131.025	-143.657	0	194.434	7371.78	4761.59	0	44.72	61.3445
131.012	-143.741	0	194.488	7373.09	4760.15	0	44.73	61.3561
130.999	-143.825	0	194.541	7374.4	4758.72	0	44.74	61.3678
130.986	-143.909	0	194.595	7375.71	4757.28	0	44.75	61.3794
130.973	-143.992	0	194.648	7377.02	4755.84	0	44.76	61.3911
130.961	-144.076	0	194.702	7378.33	4754.4	0	44.77	61.4028
130.948	-144.16	0	194.755	7379.64	4752.96	0	44.78	61.4144
130.935	-144.244	0	194.808	7380.95	4751.51	0	44.79	61.4261
130.922	-144.328	0	194.862	7382.26	4750.07	0	44.8	61.4378
130.909	-144.412	0	194.915	7383.57	4748.63	0	44.81	61.4495
130.896	-144.496	0	194.969	7384.88	4747.18	0	44.82	61.4612
130.883	-144.58	0	195.022	7386.19	4745.74	0	44.83	61.4729
130.87	-144.663	0	195.076	7387.49	4744.29	0	44.84	61.4846
130.857	-144.747	0	195.129	7388.8	4742.85	0	44.85	61.4964
130.845	-144.831	0	195.183	7390.11	4741.4	0	44.86	61.5081
130.832	-144.915	0	195.236	7391.42	4739.95	0	44.87	61.5199
130.819	-144.998	0	195.29	7392.73	4738.5	0	44.88	61.5316
130.806	-145.082	0	195.343	7394.04	4737.05	0	44.89	61.5434
130.793	-145.166	0	195.397	7395.34	4735.6	0	44.9	61.5552
130.78	-145.25	0	195.45	7396.65	4734.15	0	44.91	61.567
130.767	-145.333	0	195.504	7397.96	4732.69	0	44.92	61.5787
130.754	-145.417	0	195.558	7399.27	4731.24	0	44.93	61.5906
130.741	-145.501	0	195.611	7400.57	4729.79	0	44.94	61.6024
130.728	-145.584	0	195.665	7401.88	4728.33	0	44.95	61.6142
130.715	-145.668	0	195.718	7403.19	4726.87	0	44.96	61.626
130.702	-145.752	0	195.772	7404.5	4725.42	0	44.97	61.6378
130.689	-145.835	0	195.825	7405.8	4723.96	0	44.98	61.6497
130.676	-145.919	0	195.879	7407.11	4722.5	0	44.99	61.6615
130.663	-146.002	0	195.933	7408.42	4721.04	0	45	61.6734
130.65	-146.086	0	195.986	7409.72	4719.58	0	45.01	61.6853
130.637	-146.169	0	196.04	7411.03	4718.12	0	45.02	61.6972
130.624	-146.253	0	196.094	7412.34	4716.66	0	45.03	61.709
130.611	-146.336	0	196.147	7413.64	4715.2	0	45.04	61.7209
130.599	-146.42	0	196.201	7414.95	4713.73	0	45.05	61.7329
130.586	-146.503	0	196.255	7416.25	4712.27	0	45.06	61.7448
130.573	-146.587	0	196.308	7417.56	4710.8	0	45.07	61.7567
130.56	-146.67	0	196.362	7418.87	4709.34	0	45.08	61.7686
130.546	-146.754	0	196.416	7420.17	4707.87	0	45.09	61.7806
130.533	-146.837	0	196.469	7421.48	4706.4	0	45.1	61.7925
130.52	-146.921	0	196.523	7422.78	4704.93	0	45.11	61.8045
130.507	-147.004	0	196.577	7424.09	4703.46	0	45.12	61.8164
130.494	-147.087	0	196.63	7425.39	4701.99	0	45.13	61.8284
130.481	-147.171	0	196.684	7426.7	4700.52	0	45.14	61.8404
130.468	-147.254	0	196.738	7428	4699.05	0	45.15	61.8524
130.455	-147.337	0	196.792	7429.31	4697.58	0	45.16	61.8644
130.442	-147.421	0	196.845	7430.61	4696.1	0	45.17	61.8764
130.429	-147.504	0	196.899	7431.92	4694.63	0	45.18	61.8884
130.416	-147.587	0	196.953	7433.22	4693.15	0	45.19	61.9004
130.403	-147.671	0	197.007	7434.52	4691.68	0	45.2	61.9125
130.39	-147.754	0	197.06	7435.83	4690.2	0	45.21	61.9245
130.377	-147.837	0	197.114	7437.13	4688.72	0	45.22	61.9366
130.364	-147.92	0	197.168	7438.44	4687.24	0	45.23	61.9486
130.351	-148.004	0	197.222	7439.74	4685.76	0	45.24	61.9607
130.338	-148.087	0	197.276	7441.04	4684.28	0	45.25	61.9728
130.325	-148.17	0	197.329	7442.35	4682.8	0	45.26	61.9849
130.312	-148.253	0	197.383	7443.65	4681.32	0	45.27	61.997
130.298	-148.336	0	197.437	7444.95	4679.84	0	45.28	62.0091
130.285	-148.42	0	197.491	7446.26	4678.35	0	45.29	62.0212
130.272	-148.503	0	197.545	7447.56	4676.87	0	45.3	62.0333
130.259	-148.586	0	197.599	7448.86	4675.38	0	45.31	62.0455
130.246	-148.669	0	197.652	7450.16	4673.9	0	45.32	62.0576
130.233	-148.752	0	197.706	7451.47	4672.41	0	45.33	62.0697
130.22	-148.835	0	197.76	7452.77	4670.92	0	45.34	62.0819
130.207	-148.918	0	197.814	7454.07	4669.43	0	45.35	62.0941
130.194	-149.001	0	197.868	7455.37	4667.95	0	45.36	62.1062
130.18	-149.084	0	197.922	7456.67	4666.45	0	45.37	62.1184
130.167	-149.167	0	197.976	7457.98	4664.96	0	45.38	62.1306
130.154	-149.25	0	198.03	7459.28	4663.47	0	45.39	62.1428
130.141	-149.333	0	198.083	7460.58	4661.98	0	45.4	62.155
130.128	-149.416	0	198.137	7461.88	4660.49	0	45.41	62.1673
130.115	-149.499	0	198.191	7463.18	4658.99	0	45.42	62.1795
130.102	-149.582	0	198.245	7464.48	4657.5	0	45.43	62.1917
130.088	-149.665	0	198.299	7465.78	4656	0	45.44	62.204
130.075	-149.748	0	198.353	7467.08	4654.5	0	45.45	62.2162
130.062	-149.831	0	198.407	7468.39	4653	0	45.46	62.2285
130.049	-149.914	0	198.461	7469.69	4651.51	0	45.47	62.2407
130.036	-149.996	0	198.515	7470.99	4650.01	0	45.48	62.253
130.022	-150.079	0	198.569	7472.29	4648.51	0	45.49	62.2653
130.009	-150.162	0	198.623	7473.59	4647.01	0	45.5	62.2776
129.996	-150.245	0	198.677	7474.89	4645.5	0	45.51	62.2899
129.983	-150.328	0	198.731	7476.19	4644	0	45.52	62.3022
129.97	-150.41	0	198.785	7477.49	4642.5	0	45.53	62.3146
129.956	-150.493	0	198.839	7478.79	4640.99	0	45.54	62.3269
129.943	-150.576	0	198.893	7480.09	4639.49	0	45.55	62.3392
129.93	-150.659	0	198.947	7481.39	4637.98	0	45.56	62.3516
129.917	-150.741	0	199.001	7482.68	4636.48	0	45.57	62.3639
129.904	-150.824	0	199.055	7483.98	4634.97	0	45.58	62.3763
129.89	-150.907	0	199.109	7485.28	4633.46	0	45.59	62.3887
129.877	-150.99	0	199.163	7486.58	4631.95	0	45.6	62.4011
129.864	-151.072	0	199.217	7487.88	4630.44	0	45.61	62.4135
129.851	-151.155	0	199.271	7489.18	4628.93	0	45.62	62.4259
