vx(m/s)	vy(m/s)	vz(m/s)	vr(m/s)	x(m)	y(m)	z(m)	t(s)	P(kPa)
158.303	99.3213	0	186.882	3706.23	5431.51	0	19.37	56.1143
158.29	99.2146	0	186.813	3707.81	5432.51	0	19.38	56.1068
158.276	99.1079	0	186.745	3709.39	5433.5	0	19.39	56.0994
158.262	99.0011	0	186.676	3710.97	5434.49	0	19.4	56.0919
158.248	98.8944	0	186.608	3712.56	5435.48	0	19.41	56.0845
158.234	98.7877	0	186.54	3714.14	5436.47	0	19.42	56.077
158.22	98.681	0	186.472	3715.72	5437.46	0	19.43	56.0696
158.207	98.5744	0	186.403	3717.3	5438.44	0	19.44	56.0622
158.193	98.4677	0	186.335	3718.89	5439.43	0	19.45	56.0548
158.179	98.3611	0	186.267	3720.47	5440.41	0	19.46	56.0474
158.165	98.2545	0	186.199	3722.05	5441.39	0	19.47	56.04
158.151	98.1478	0	186.131	3723.63	5442.38	0	19.48	56.0326
158.138	98.0412	0	186.063	3725.21	5443.36	0	19.49	56.0252
158.124	97.9346	0	185.996	3726.79	5444.34	0	19.5	56.0179
158.11	97.8281	0	185.928	3728.37	5445.32	0	19.51	56.0105
158.096	97.7215	0	185.86	3729.96	5446.3	0	19.52	56.0031
158.083	97.615	0	185.792	3731.54	5447.27	0	19.53	55.9958
158.069	97.5084	0	185.725	3733.12	5448.25	0	19.54	55.9885
158.055	97.4019	0	185.657	3734.7	5449.22	0	19.55	55.9812
158.042	97.2954	0	185.59	3736.28	5450.2	0	19.56	55.9738
158.028	97.1889	0	185.522	3737.86	5451.17	0	19.57	55.9665
158.014	97.0824	0	185.455	3739.44	5452.14	0	19.58	55.9592
158	96.976	0	185.387	3741.02	5453.11	0	19.59	55.9519
157.987	96.8695	0	185.32	3742.6	5454.08	0	19.6	55.9447
157.973	96.7631	0	185.253	3744.18	5455.05	0	19.61	55.9374
157.959	96.6566	0	185.186	3745.76	5456.02	0	19.62	55.9301
157.946	96.5502	0	185.118	3747.34	5456.98	0	19.63	55.9229
157.932	96.4438	0	185.051	3748.92	5457.95	0	19.64	55.9156
157.919	96.3374	0	184.984	3750.5	5458.91	0	19.65	55.9084
157.905	96.2311	0	184.917	3752.08	5459.87	0	19.66	55.9012
157.891	96.1247	0	184.85	3753.66	5460.84	0	19.67	55.894
157.878	96.0184	0	184.783	3755.23	5461.8	0	19.68	55.8868
157.864	95.912	0	184.716	3756.81	5462.76	0	19.69	55.8796
157.85	95.8057	0	184.65	3758.39	5463.72	0	19.7	55.8724
157.837	95.6994	0	184.583	3759.97	5464.67	0	19.71	55.8652
157.823	95.5931	0	184.516	3761.55	5465.63	0	19.72	55.858
157.81	95.4868	0	184.449	3763.13	5466.59	0	19.73	55.8508
157.796	95.3805	0	184.383	3764.7	5467.54	0	19.74	55.8437
157.783	95.2743	0	184.316	3766.28	5468.49	0	19.75	55.8365
157.769	95.168	0	184.25	3767.86	5469.45	0	19.76	55.8294
157.755	95.0618	0	184.183	3769.44	5470.4	0	19.77	55.8223
157.742	94.9556	0	184.117	3771.02	5471.35	0	19.78	55.8151
157.728	94.8494	0	184.051	3772.59	5472.3	0	19.79	55.808
157.715	94.7432	0	183.984	3774.17	5473.24	0	19.8	55.8009
157.701	94.637	0	183.918	3775.75	5474.19	0	19.81	55.7938
157.688	94.5308	0	183.852	3777.32	5475.14	0	19.82	55.7867
157.674	94.4247	0	183.786	3778.9	5476.08	0	19.83	55.7797
157.661	94.3186	0	183.72	3780.48	5477.03	0	19.84	55.7726
157.647	94.2124	0	183.654	3782.05	5477.97	0	19.85	55.7655
157.634	94.1063	0	183.588	3783.63	5478.91	0	19.86	55.7585
157.62	94.0002	0	183.522	3785.21	5479.85	0	19.87	55.7514
157.607	93.8941	0	183.456	3786.78	5480.79	0	19.88	55.7444
157.593	93.7881	0	183.39	3788.36	5481.73	0	19.89	55.7374
157.58	93.682	0	183.324	3789.93	5482.67	0	19.9	55.7304
157.567	93.5759	0	183.258	3791.51	5483.6	0	19.91	55.7233
157.553	93.4699	0	183.193	3793.09	5484.54	0	19.92	55.7163
157.54	93.3639	0	183.127	3794.66	5485.47	0	19.93	55.7094
157.526	93.2579	0	183.062	3796.24	5486.41	0	19.94	55.7024
157.513	93.1519	0	182.996	3797.81	5487.34	0	19.95	55.6954
157.499	93.0459	0	182.931	3799.39	5488.27	0	19.96	55.6884
157.486	92.9399	0	182.865	3800.96	5489.2	0	19.97	55.6815
157.473	92.834	0	182.8	3802.54	5490.13	0	19.98	55.6745
157.459	92.728	0	182.734	3804.11	5491.06	0	19.99	55.6676
157.446	92.6221	0	182.669	3805.69	5491.98	0	20	55.6607
157.432	92.5161	0	182.604	3807.26	5492.91	0	20.01	55.6537
157.419	92.4102	0	182.539	3808.84	5493.84	0	20.02	55.6468
157.406	92.3043	0	182.474	3810.41	5494.76	0	20.03	55.6399
157.392	92.1985	0	182.409	3811.98	5495.68	0	20.04	55.633
157.379	92.0926	0	182.344	3813.56	5496.6	0	20.05	55.6261
157.366	91.9867	0	182.279	3815.13	5497.52	0	20.06	55.6193
157.352	91.8809	0	182.214	3816.7	5498.44	0	20.07	55.6124
157.339	91.775	0	182.149	3818.28	5499.36	0	20.08	55.6055
157.326	91.6692	0	182.084	3819.85	5500.28	0	20.09	55.5987
157.312	91.5634	0	182.019	3821.42	5501.2	0	20.1	55.5918
157.299	91.4576	0	181.955	3823	5502.11	0	20.11	55.585
157.286	91.3518	0	181.89	3824.57	5503.03	0	20.12	55.5782
157.273	91.2461	0	181.826	3826.14	5503.94	0	20.13	55.5713
157.259	91.1403	0	181.761	3827.72	5504.85	0	20.14	55.5645
157.246	91.0346	0	181.697	3829.29	5505.76	0	20.15	55.5577
157.233	90.9288	0	181.632	3830.86	5506.67	0	20.16	55.5509
157.22	90.8231	0	181.568	3832.43	5507.58	0	20.17	55.5441
157.206	90.7174	0	181.503	3834.01	5508.49	0	20.18	55.5374
157.193	90.6117	0	181.439	3835.58	5509.4	0	20.19	55.5306
157.18	90.506	0	181.375	3837.15	5510.3	0	20.2	55.5238
157.167	90.4004	0	181.311	3838.72	5511.21	0	20.21	55.5171
157.153	90.2947	0	181.247	3840.29	5512.11	0	20.22	55.5103
157.14	90.1891	0	181.183	3841.86	5513.01	0	20.23	55.5036
157.127	90.0834	0	181.119	3843.44	5513.91	0	20.24	55.4969
157.114	89.9778	0	181.055	3845.01	5514.81	0	20.25	55.4902
157.101	89.8722	0	180.991	3846.58	5515.71	0	20.26	55.4835
157.087	89.7666	0	180.927	3848.15	5516.61	0	20.27	55.4768
157.074	89.661	0	180.863	3849.72	5517.51	0	20.28	55.4701
157.061	89.5554	0	180.799	3851.29	5518.41	0	20.29	55.4634
157.048	89.4499	0	180.736	3852.86	5519.3	0	20.3	55.4567
157.035	89.3443	0	180.672	3854.43	5520.19	0	20.31	55.4501
157.022	89.2388	0	180.608	3856	5521.09	0	20.32	55.4434
157.009	89.1333	0	180.545	3857.57	5521.98	0	20.33	55.4367
156.995	89.0278	0	180.481	3859.14	5522.87	0	20.34	55.4301
156.982	88.9223	0	180.418	3860.71	5523.76	0	20.35	55.4235
156.969	88.8168	0	180.354	3862.28	5524.65	0	20.36	55.4169
156.956	88.7113	0	180.291	3863.85	5525.54	0	20.37	55.4102
156.943	88.6058	0	180.228	3865.42	5526.42	0	20.38	55.4036
156.93	88.5004	0	180.165	3866.99	5527.31	0	20.39	55.397
156.917	88.395	0	180.101	3868.56	5528.19	0	20.4	55.3904
156.904	88.2895	0	180.038	3870.13	5529.08	0	20.41	55.3839
156.891	88.1841	0	179.975	3871.7	5529.96	0	20.42	55.3773
156.878	88.0787	0	179.912	3873.27	5530.84	0	20.43	55.3707
156.865	87.9733	0	179.849	3874.84	5531.72	0	20.44	55.3642
156.851	87.868	0	179.786	3876.4	5532.6	0	20.45	55.3576
156.838	87.7626	0	179.724	3877.97	5533.48	0	20.46	55.3511
156.825	87.6572	0	179.661	3879.54	5534.36	0	20.47	55.3446
156.812	87.5519	0	179.598	3881.11	5535.23	0	20.48	55.338
156.799	87.4466	0	179.535	3882.68	5536.11	0	20.49	55.3315
156.786	87.3413	0	179.473	3884.24	5536.98	0	20.5	55.325
156.773	87.236	0	179.41	3885.81	5537.86	0	20.51	55.3185
156.76	87.1307	0	179.348	3887.38	5538.73	0	20.52	55.312
156.747	87.0254	0	179.285	3888.95	5539.6	0	20.53	55.3056
156.734	86.9201	0	179.223	3890.52	5540.47	0	20.54	55.2991
156.721	86.8149	0	179.16	3892.08	5541.34	0	20.55	55.2926
156.708	86.7096	0	179.098	3893.65	5542.21	0	20.56	55.2862
156.695	86.6044	0	179.036	3895.22	5543.07	0	20.57	55.2797
156.682	86.4992	0	178.973	3896.78	5543.94	0	20.58	55.2733
156.67	86.394	0	178.911	3898.35	5544.8	0	20.59	55.2669
156.657	86.2888	0	178.849	3899.92	5545.67	0	20.6	55.2604
156.644	86.1836	0	178.787	3901.48	5546.53	0	20.61	55.254
156.631	86.0784	0	178.725	3903.05	5547.39	0	20.62	55.2476
156.618	85.9732	0	178.663	3904.62	5548.25	0	20.63	55.2412
156.605	85.8681	0	178.601	3906.18	5549.11	0	20.64	55.2349
156.592	85.763	0	178.539	3907.75	5549.97	0	20.65	55.2285
156.579	85.6578	0	178.478	3909.31	5550.83	0	20.66	55.2221
156.566	85.5527	0	178.416	3910.88	5551.68	0	20.67	55.2157
156.553	85.4476	0	178.354	3912.45	5552.54	0	20.68	55.2094
156.54	85.3425	0	178.293	3914.01	5553.39	0	20.69	55.203
156.527	85.2375	0	178.231	3915.58	5554.24	0	20.7	55.1967
156.515	85.1324	0	178.169	3917.14	5555.1	0	20.71	55.1904
156.502	85.0273	0	178.108	3918.71	5555.95	0	20.72	55.1841
156.489	84.9223	0	178.047	3920.27	5556.8	0	20.73	55.1778
156.476	84.8173	0	177.985	3921.84	5557.65	0	20.74	55.1715
156.463	84.7122	0	177.924	3923.4	5558.49	0	20.75	55.1652
156.45	84.6072	0	177.863	3924.97	5559.34	0	20.76	55.1589
156.438	84.5022	0	177.801	3926.53	5560.19	0	20.77	55.1526
156.425	84.3973	0	177.74	3928.09	5561.03	0	20.78	55.1463
156.412	84.2923	0	177.679	3929.66	5561.87	0	20.79	55.1401
156.399	84.1873	0	177.618	3931.22	5562.72	0	20.8	55.1338
156.386	84.0824	0	177.557	3932.79	5563.56	0	20.81	55.1276
156.374	83.9774	0	177.496	3934.35	5564.4	0	20.82	55.1213
156.361	83.8725	0	177.435	3935.91	5565.24	0	20.83	55.1151
156.348	83.7676	0	177.374	3937.48	5566.08	0	20.84	55.1089
156.335	83.6627	0	177.314	3939.04	5566.91	0	20.85	55.1027
156.322	83.5578	0	177.253	3940.6	5567.75	0	20.86	55.0965
156.31	83.4529	0	177.192	3942.17	5568.59	0	20.87	55.0903
156.297	83.3481	0	177.132	3943.73	5569.42	0	20.88	55.0841
156.284	83.2432	0	177.071	3945.29	5570.25	0	20.89	55.0779
156.271	83.1384	0	177.011	3946.86	5571.09	0	20.9	55.0718
156.259	83.0335	0	176.95	3948.42	5571.92	0	20.91	55.0656
156.246	82.9287	0	176.89	3949.98	5572.75	0	20.92	55.0595
156.233	82.8239	0	176.829	3951.54	5573.58	0	20.93	55.0533
156.22	82.7191	0	176.769	3953.11	5574.4	0	20.94	55.0472
156.208	82.6143	0	176.709	3954.67	5575.23	0	20.95	55.041
156.195	82.5096	0	176.649	3956.23	5576.06	0	20.96	55.0349
156.182	82.4048	0	176.588	3957.79	5576.88	0	20.97	55.0288
156.17	82.3	0	176.528	3959.35	5577.7	0	20.98	55.0227
156.157	82.1953	0	176.468	3960.92	5578.53	0	20.99	55.0166
156.144	82.0906	0	176.408	3962.48	5579.35	0	21	55.0105
156.132	81.9858	0	176.348	3964.04	5580.17	0	21.01	55.0045
156.119	81.8811	0	176.289	3965.6	5580.99	0	21.02	54.9984
156.106	81.7764	0	176.229	3967.16	5581.81	0	21.03	54.9923
156.094	81.6718	0	176.169	3968.72	5582.62	0	21.04	54.9863
156.081	81.5671	0	176.109	3970.28	5583.44	0	21.05	54.9802
156.068	81.4624	0	176.05	3971.84	5584.26	0	21.06	54.9742
156.056	81.3578	0	175.99	3973.4	5585.07	0	21.07	54.9682
156.043	81.2531	0	175.931	3974.97	5585.88	0	21.08	54.9622
156.031	81.1485	0	175.871	3976.53	5586.7	0	21.09	54.9561
156.018	81.0439	0	175.812	3978.09	5587.51	0	21.1	54.9501
156.005	80.9393	0	175.752	3979.65	5588.32	0	21.11	54.9441
155.993	80.8347	0	175.693	3981.21	5589.13	0	21.12	54.9382
155.98	80.7301	0	175.634	3982.77	5589.93	0	21.13	54.9322
155.968	80.6256	0	175.574	3984.33	5590.74	0	21.14	54.9262
155.955	80.521	0	175.515	3985.89	5591.55	0	21.15	54.9203
155.942	80.4165	0	175.456	3987.45	5592.35	0	21.16	54.9143
155.93	80.3119	0	175.397	3989	5593.16	0	21.17	54.9084
155.917	80.2074	0	175.338	3990.56	5593.96	0	21.18	54.9024
155.905	80.1029	0	175.279	3992.12	5594.76	0	21.19	54.8965
155.892	79.9984	0	175.22	3993.68	5595.56	0	21.2	54.8906
155.88	79.8939	0	175.161	3995.24	5596.36	0	21.21	54.8847
155.867	79.7894	0	175.103	3996.8	5597.16	0	21.22	54.8788
155.855	79.6849	0	175.044	3998.36	5597.96	0	21.23	54.8729
155.842	79.5805	0	174.985	3999.92	5598.75	0	21.24	54.867
155.83	79.476	0	174.927	4001.47	5599.55	0	21.25	54.8611
155.817	79.3716	0	174.868	4003.03	5600.34	0	21.26	54.8552
155.805	79.2672	0	174.809	4004.59	5601.14	0	21.27	54.8494
155.792	79.1628	0	174.751	4006.15	5601.93	0	21.28	54.8435
155.78	79.0584	0	174.693	4007.71	5602.72	0	21.29	54.8377
155.767	78.954	0	174.634	4009.27	5603.51	0	21.3	54.8318
155.755	78.8496	0	174.576	4010.82	5604.3	0	21.31	54.826
155.742	78.7452	0	174.518	4012.38	5605.09	0	21.32	54.8202
155.73	78.6409	0	174.46	4013.94	5605.87	0	21.33	54.8144
155.717	78.5365	0	174.401	4015.49	5606.66	0	21.34	54.8086
155.705	78.4322	0	174.343	4017.05	5607.45	0	21.35	54.8028
155.692	78.3279	0	174.285	4018.61	5608.23	0	21.36	54.797
155.68	78.2235	0	174.227	4020.17	5609.01	0	21.37	54.7912
155.668	78.1192	0	174.169	4021.72	5609.79	0	21.38	54.7854
155.655	78.0149	0	174.112	4023.28	5610.58	0	21.39	54.7797
155.643	77.9107	0	174.054	4024.84	5611.36	0	21.4	54.7739
155.63	77.8064	0	173.996	4026.39	5612.13	0	21.41	54.7682
155.618	77.7021	0	173.938	4027.95	5612.91	0	21.42	54.7624
155.605	77.5979	0	173.881	4029.5	5613.69	0	21.43	54.7567
155.593	77.4937	0	173.823	4031.06	5614.46	0	21.44	54.751
155.581	77.3894	0	173.766	4032.62	5615.24	0	21.45	54.7453
155.568	77.2852	0	173.708	4034.17	5616.01	0	21.46	54.7396
155.556	77.181	0	173.651	4035.73	5616.78	0	21.47	54.7339
155.544	77.0768	0	173.593	4037.28	5617.56	0	21.48	54.7282
155.531	76.9726	0	173.536	4038.84	5618.33	0	21.49	54.7225
155.519	76.8685	0	173.479	4040.39	5619.1	0	21.5	54.7168
155.507	76.7643	0	173.422	4041.95	5619.86	0	21.51	54.7111
155.494	76.6602	0	173.364	4043.5	5620.63	0	21.52	54.7055
155.482	76.556	0	173.307	4045.06	5621.4	0	21.53	54.6998
155.47	76.4519	0	173.25	4046.61	5622.16	0	21.54	54.6942
155.457	76.3478	0	173.193	4048.17	5622.93	0	21.55	54.6886
155.445	76.2437	0	173.136	4049.72	5623.69	0	21.56	54.6829
155.433	76.1396	0	173.08	4051.28	5624.45	0	21.57	54.6773
155.42	76.0355	0	173.023	4052.83	5625.21	0	21.58	54.6717
155.408	75.9314	0	172.966	4054.39	5625.97	0	21.59	54.6661
155.396	75.8273	0	172.909	4055.94	5626.73	0	21.6	54.6605
155.383	75.7233	0	172.853	4057.49	5627.49	0	21.61	54.6549
155.371	75.6193	0	172.796	4059.05	5628.25	0	21.62	54.6494
155.359	75.5152	0	172.739	4060.6	5629	0	21.63	54.6438
155.347	75.4112	0	172.683	4062.15	5629.76	0	21.64	54.6382
155.334	75.3072	0	172.627	4063.71	5630.51	0	21.65	54.6327
155.322	75.2032	0	172.57	4065.26	5631.26	0	21.66	54.6271
155.31	75.0992	0	172.514	4066.81	5632.02	0	21.67	54.6216
155.298	74.9952	0	172.458	4068.37	5632.77	0	21.68	54.6161
155.285	74.8913	0	172.401	4069.92	5633.52	0	21.69	54.6106
155.273	74.7873	0	172.345	4071.47	5634.26	0	21.7	54.6051
155.261	74.6834	0	172.289	4073.03	5635.01	0	21.71	54.5996
155.249	74.5794	0	172.233	4074.58	5635.76	0	21.72	54.5941
155.236	74.4755	0	172.177	4076.13	5636.5	0	21.73	54.5886
155.224	74.3716	0	172.121	4077.68	5637.25	0	21.74	54.5831
155.212	74.2677	0	172.065	4079.24	5637.99	0	21.75	54.5776
155.2	74.1638	0	172.009	4080.79	5638.73	0	21.76	54.5722
155.188	74.0599	0	171.954	4082.34	5639.48	0	21.77	54.5667
155.175	73.956	0	171.898	4083.89	5640.22	0	21.78	54.5613
155.163	73.8522	0	171.842	4085.44	5640.96	0	21.79	54.5558
155.151	73.7483	0	171.787	4086.99	5641.69	0	21.8	54.5504
155.139	73.6445	0	171.731	4088.55	5642.43	0	21.81	54.545
155.127	73.5407	0	171.676	4090.1	5643.17	0	21.82	54.5396
155.115	73.4368	0	171.62	4091.65	5643.9	0	21.83	54.5341
155.102	73.333	0	171.565	4093.2	5644.64	0	21.84	54.5288
155.09	73.2292	0	171.51	4094.75	5645.37	0	21.85	54.5234
155.078	73.1254	0	171.454	4096.3	5646.1	0	21.86	54.518
155.066	73.0217	0	171.399	4097.85	5646.83	0	21.87	54.5126
155.054	72.9179	0	171.344	4099.4	5647.56	0	21.88	54.5072
155.042	72.8141	0	171.289	4100.95	5648.29	0	21.89	54.5019
155.03	72.7104	0	171.234	4102.5	5649.02	0	21.9	54.4965
155.018	72.6067	0	171.179	4104.05	5649.74	0	21.91	54.4912
155.006	72.5029	0	171.124	4105.6	5650.47	0	21.92	54.4859
154.993	72.3992	0	171.069	4107.15	5651.2	0	21.93	54.4805
154.981	72.2955	0	171.014	4108.7	5651.92	0	21.94	54.4752
154.969	72.1918	0	170.959	4110.25	5652.64	0	21.95	54.4699
154.957	72.0881	0	170.905	4111.8	5653.36	0	21.96	54.4646
154.945	71.9845	0	170.85	4113.35	5654.08	0	21.97	54.4593
154.933	71.8808	0	170.796	4114.9	5654.8	0	21.98	54.454
154.921	71.7772	0	170.741	4116.45	5655.52	0	21.99	54.4488
154.909	71.6735	0	170.686	4118	5656.24	0	22	54.4435
154.897	71.5699	0	170.632	4119.55	5656.96	0	22.01	54.4382
154.885	71.4663	0	170.578	4121.1	5657.67	0	22.02	54.433
154.873	71.3627	0	170.523	4122.65	5658.39	0	22.03	54.4277
154.861	71.2591	0	170.469	4124.2	5659.1	0	22.04	54.4225
154.849	71.1555	0	170.415	4125.75	5659.81	0	22.05	54.4173
154.837	71.0519	0	170.361	4127.29	5660.52	0	22.06	54.412
154.825	70.9483	0	170.307	4128.84	5661.23	0	22.07	54.4068
154.813	70.8448	0	170.253	4130.39	5661.94	0	22.08	54.4016
154.801	70.7412	0	170.199	4131.94	5662.65	0	22.09	54.3964
154.789	70.6377	0	170.145	4133.49	5663.36	0	22.1	54.3912
154.777	70.5341	0	170.091	4135.03	5664.06	0	22.11	54.3861
154.765	70.4306	0	170.037	4136.58	5664.77	0	22.12	54.3809
154.753	70.3271	0	169.983	4138.13	5665.47	0	22.13	54.3757
154.741	70.2236	0	169.93	4139.68	5666.17	0	22.14	54.3706
154.729	70.1201	0	169.876	4141.22	5666.88	0	22.15	54.3654
154.717	70.0166	0	169.822	4142.77	5667.58	0	22.16	54.3603
154.705	69.9132	0	169.769	4144.32	5668.28	0	22.17	54.3551
154.693	69.8097	0	169.715	4145.87	5668.98	0	22.18	54.35
154.681	69.7063	0	169.662	4147.41	5669.67	0	22.19	54.3449
154.669	69.6028	0	169.609	4148.96	5670.37	0	22.2	54.3398
154.657	69.4994	0	169.555	4150.51	5671.07	0	22.21	54.3347
154.645	69.396	0	169.502	4152.05	5671.76	0	22.22	54.3296
154.633	69.2926	0	169.449	4153.6	5672.45	0	22.23	54.3245
154.621	69.1892	0	169.396	4155.15	5673.15	0	22.24	54.3194
154.61	69.0858	0	169.343	4156.69	5673.84	0	22.25	54.3144
154.598	68.9824	0	169.29	4158.24	5674.53	0	22.26	54.3093
154.586	68.8791	0	169.237	4159.78	5675.22	0	22.27	54.3043
154.574	68.7757	0	169.184	4161.33	5675.91	0	22.28	54.2992
154.562	68.6724	0	169.131	4162.88	5676.59	0	22.29	54.2942
154.55	68.569	0	169.078	4164.42	5677.28	0	22.3	54.2891
154.538	68.4657	0	169.025	4165.97	5677.97	0	22.31	54.2841
154.526	68.3624	0	168.973	4167.51	5678.65	0	22.32	54.2791
154.514	68.2591	0	168.92	4169.06	5679.33	0	22.33	54.2741
154.503	68.1558	0	168.868	4170.6	5680.02	0	22.34	54.2691
154.491	68.0525	0	168.815	4172.15	5680.7	0	22.35	54.2641
154.479	67.9492	0	168.763	4173.69	5681.38	0	22.36	54.2591
154.467	67.846	0	168.71	4175.24	5682.06	0	22.37	54.2542
154.455	67.7427	0	168.658	4176.78	5682.73	0	22.38	54.2492
154.443	67.6394	0	168.606	4178.33	5683.41	0	22.39	54.2442
154.432	67.5362	0	168.553	4179.87	5684.09	0	22.4	54.2393
154.42	67.433	0	168.501	4181.41	5684.76	0	22.41	54.2343
154.408	67.3298	0	168.449	4182.96	5685.44	0	22.42	54.2294
154.396	67.2266	0	168.397	4184.5	5686.11	0	22.43	54.2245
154.384	67.1234	0	168.345	4186.05	5686.78	0	22.44	54.2196
154.373	67.0202	0	168.293	4187.59	5687.45	0	22.45	54.2147
154.361	66.917	0	168.241	4189.13	5688.12	0	22.46	54.2098
154.349	66.8138	0	168.189	4190.68	5688.79	0	22.47	54.2049
154.337	66.7107	0	168.138	4192.22	5689.46	0	22.48	54.2
154.325	66.6075	0	168.086	4193.76	5690.13	0	22.49	54.1951
154.314	66.5044	0	168.034	4195.31	5690.79	0	22.5	54.1902
154.302	66.4013	0	167.983	4196.85	5691.46	0	22.51	54.1854
154.29	66.2981	0	167.931	4198.39	5692.12	0	22.52	54.1805
154.278	66.195	0	167.88	4199.94	5692.78	0	22.53	54.1757
154.267	66.0919	0	167.828	4201.48	5693.44	0	22.54	54.1708
154.255	65.9889	0	167.777	4203.02	5694.1	0	22.55	54.166
154.243	65.8858	0	167.726	4204.56	5694.76	0	22.56	54.1612
154.231	65.7827	0	167.674	4206.11	5695.42	0	22.57	54.1564
154.22	65.6796	0	167.623	4207.65	5696.08	0	22.58	54.1515
154.208	65.5766	0	167.572	4209.19	5696.74	0	22.59	54.1467
154.196	65.4736	0	167.521	4210.73	5697.39	0	22.6	54.142
154.184	65.3705	0	167.47	4212.27	5698.05	0	22.61	54.1372
154.173	65.2675	0	167.419	4213.82	5698.7	0	22.62	54.1324
154.161	65.1645	0	167.368	4215.36	5699.35	0	22.63	54.1276
154.149	65.0615	0	167.317	4216.9	5700	0	22.64	54.1229
154.138	64.9585	0	167.266	4218.44	5700.65	0	22.65	54.1181
154.126	64.8555	0	167.216	4219.98	5701.3	0	22.66	54.1134
154.114	64.7525	0	167.165	4221.52	5701.95	0	22.67	54.1086
154.103	64.6496	0	167.114	4223.07	5702.6	0	22.68	54.1039
154.091	64.5466	0	167.064	4224.61	5703.24	0	22.69	54.0992
154.079	64.4437	0	167.013	4226.15	5703.89	0	22.7	54.0945
154.068	64.3408	0	166.963	4227.69	5704.53	0	22.71	54.0898
154.056	64.2378	0	166.912	4229.23	5705.18	0	22.72	54.0851
154.044	64.1349	0	166.862	4230.77	5705.82	0	22.73	54.0804
154.033	64.032	0	166.812	4232.31	5706.46	0	22.74	54.0757
154.021	63.9291	0	166.762	4233.85	5707.1	0	22.75	54.071
154.009	63.8262	0	166.711	4235.39	5707.74	0	22.76	54.0664
153.998	63.7234	0	166.661	4236.93	5708.38	0	22.77	54.0617
153.986	63.6205	0	166.611	4238.47	5709.01	0	22.78	54.0571
153.975	63.5176	0	166.561	4240.01	5709.65	0	22.79	54.0524
153.963	63.4148	0	166.511	4241.55	5710.28	0	22.8	54.0478
153.951	63.312	0	166.462	4243.09	5710.92	0	22.81	54.0431
153.94	63.2091	0	166.412	4244.63	5711.55	0	22.82	54.0385
153.928	63.1063	0	166.362	4246.17	5712.18	0	22.83	54.0339
153.917	63.0035	0	166.312	4247.71	5712.81	0	22.84	54.0293
153.905	62.9007	0	166.263	4249.25	5713.44	0	22.85	54.0247
153.893	62.7979	0	166.213	4250.79	5714.07	0	22.86	54.0201
153.882	62.6951	0	166.164	4252.32	5714.7	0	22.87	54.0156
153.87	62.5924	0	166.114	4253.86	5715.33	0	22.88	54.011
153.859	62.4896	0	166.065	4255.4	5715.95	0	22.89	54.0064
153.847	62.3869	0	166.015	4256.94	5716.58	0	22.9	54.0019
153.836	62.2841	0	165.966	4258.48	5717.2	0	22.91	53.9973
153.824	62.1814	0	165.917	4260.02	5717.82	0	22.92	53.9928
153.813	62.0787	0	165.868	4261.55	5718.44	0	22.93	53.9882
153.801	61.9759	0	165.818	4263.09	5719.06	0	22.94	53.9837
153.789	61.8732	0	165.769	4264.63	5719.68	0	22.95	53.9792
153.778	61.7705	0	165.72	4266.17	5720.3	0	22.96	53.9747
153.766	61.6679	0	165.671	4267.71	5720.92	0	22.97	53.9702
153.755	61.5652	0	165.623	4269.24	5721.54	0	22.98	53.9657
153.743	61.4625	0	165.574	4270.78	5722.15	0	22.99	53.9612
153.732	61.3599	0	165.525	4272.32	5722.76	0	23	53.9567
153.72	61.2572	0	165.476	4273.86	5723.38	0	23.01	53.9523
153.709	61.1546	0	165.428	4275.39	5723.99	0	23.02	53.9478
153.697	61.0519	0	165.379	4276.93	5724.6	0	23.03	53.9433
153.686	60.9493	0	165.331	4278.47	5725.21	0	23.04	53.9389
153.674	60.8467	0	165.282	4280	5725.82	0	23.05	53.9345
153.663	60.7441	0	165.234	4281.54	5726.43	0	23.06	53.93
153.652	60.6415	0	165.185	4283.08	5727.04	0	23.07	53.9256
153.64	60.5389	0	165.137	4284.61	5727.64	0	23.08	53.9212
153.629	60.4364	0	165.089	4286.15	5728.25	0	23.09	53.9168
153.617	60.3338	0	165.041	4287.69	5728.85	0	23.1	53.9124
153.606	60.2312	0	164.992	4289.22	5729.45	0	23.11	53.908
153.594	60.1287	0	164.944	4290.76	5730.06	0	23.12	53.9036
153.583	60.0262	0	164.896	4292.29	5730.66	0	23.13	53.8992
153.571	59.9236	0	164.848	4293.83	5731.26	0	23.14	53.8948
153.56	59.8211	0	164.801	4295.37	5731.86	0	23.15	53.8905
153.548	59.7186	0	164.753	4296.9	5732.45	0	23.16	53.8861
153.537	59.6161	0	164.705	4298.44	5733.05	0	23.17	53.8818
153.526	59.5136	0	164.657	4299.97	5733.65	0	23.18	53.8774
153.514	59.4111	0	164.61	4301.51	5734.24	0	23.19	53.8731
153.503	59.3087	0	164.562	4303.04	5734.83	0	23.2	53.8688
153.491	59.2062	0	164.514	4304.58	5735.43	0	23.21	53.8645
153.48	59.1038	0	164.467	4306.11	5736.02	0	23.22	53.8602
153.469	59.0013	0	164.42	4307.65	5736.61	0	23.23	53.8559
153.457	58.8989	0	164.372	4309.18	5737.2	0	23.24	53.8516
153.446	58.7964	0	164.325	4310.72	5737.79	0	23.25	53.8473
